,1,25246,Ship 1-W
,2,2252,Ship 2-W
,3,2522,Ship 3-W
,4,3071,Ship 4-W
,5,5520,MainPath 2-W
pm AR Lite Wind Mov;vm 150;,6,5801,MainPath 3-W
,7,7689,MainPath 3-N
pm EV Electmotors;vm 25;,8,42081,MainPath 3-N (open)
,9,42331,BayStairs 1-Forward
,10,42717,BayStairs 2-Forward
,11,42772,BayStairs 3-Forward
,12,43138,BayStairs 4-Forward
,13,43281,BayStairs 5-Forward
,14,43546,BayStairs 6-Forward
pm EV Electmotors;vm 150;,15,43809,BayStairs 7-forward
,16,44077,BayStairs 8-forward
,17,44361,BayStairs 9-Forward
,18,44745,BayHall 4-Forward
,19,44825,BayHall 5-Forward
,20,45135,BayHall 6-Forward
,21,45359,Bay 1-Forward
,22,45637,Bay 2-Forward
,23,50469,BayWalk 1-Foreward
,24,50747,BayWalk 2-Foreward
,25,52772,BayWalk 2-In
,26,51113,BayWalk 3-Foreward
,27,53215,BayWalk 3-In
,28,51414,BayWalk 4-Foreward
,29,53435,BayWalk 4-In
,30,51511,BayWalk 5-Foreward
,31,53566,BayWalk 5-In
,32,41252,BayWalk 1-Back
,33,51920,BayWalk 5-Back
,34,52099,BayWalk 4-Back
,35,52457,BayWalk 3-Back
,36,52714,BayWalk 2-Back
,37,45893,Bay 3-Forward
pm EV Electmotors;vm 250;,38,46177,Bay 4-Forward
,39,50254,Bay 4-Forward Open
sc door=Ship 1-Forward (open);,40,54153,Ship 1-Forward
pm EV Electmotors;vm 20;,41,54404,Ship 2-Forward
ca SE_Maze initVars:;-ca SE_Maze setGlowButtonsDB:;,42,54693,Ship 3-Forward
pm EV Electmotors;vm 20;,43,54790,Ship 3-Back
,44,55056,Ship 2-Back
,45,55498,Ship 1-Back
,46,53872,Ship 1-Back (open2)
,47,56929,BookHall 1-Forward
,48,57194,BookHall 2-Forward
,49,38335,BookHall 3-Forward
,50,56076,BookRm 1-Forward
,51,58460,BookRm 2-Forward
,52,59242,BookRm 3-Forward
pm MU SE Bookroom;vm 200;,53,59522,BookRm 4-Forward
,54,60223,BookRm 4-Back
,55,60619,BookRm 3-Back
,56,60716,BookRm 2-Back
,57,60990,BookRm 1-Back
,58,59649,BookRm 4-Forward (cover)
,59,59926,BookRm 4-Forward (open)
,60,57373,BookHall 2-Back
,61,58072,BookHall 4-Back
,62,58308,BookHall 3-Back
pm MU SE Bookroom;vm 80;,63,57644,BookHall 1-Back
,64,55574,Ship 1-Back (open)
,65,46409,Bay 4-Back
,66,46723,Bay 3-Back
,67,46893,Bay 2-Back
,68,47305,Bay 1-Back
,69,47612,BayStairs 9-back
,70,47707,BayStairs 8-Back
,71,48018,BayStairs 7-back
,72,48189,BayHall 3-Back
,73,48388,BayHall 2-Back
pm EV Electmotors;vm 85;,74,48887,Baystairs 6-Back
,75,49062,BayStairs 5-Back
,76,49257,BayStairs 4-Back
